Region,Crop,Variety,Rainfall (mm),Temperature (°C),Arrival (Quintals),Min Price (Rs/qtl),Max Price (Rs/qtl),Modal Price (Rs/qtl),Humidity (%),Pesticide Used (litres/ha)
Punjab,Tomato,Local Red,50.36,38.88,2395.79,1280.71,1455.34,1435.34,46.15,4.35
Punjab,Tomato,Local Red,144,40.32,1742.22,802.23,944.02,924.02,72.31,3.34
Punjab,Onion,Nashik Red,7.85,37.57,2571.05,1384.2,1449.81,1429.81,76.26,2.09
Tamil Nadu,Potato,Kufri Jyoti,64.36,34.96,1835.93,1498.86,1736.61,1716.61,86.14,2
Karnataka,Rice,Basmati,103.88,35.05,542.18,1737.37,1934.57,1914.57,63.29,2.59
Maharashtra,Tomato,Local Red,12.12,31.67,1828.16,959.91,1148.73,1128.73,57.88,2.31
Tamil Nadu,Onion,Nashik Red,64.35,32.14,1930.44,1598.68,1709.12,1689.12,86.62,1.36
Karnataka,Rice,Basmati,52.24,30.69,546.79,1334.16,1450.33,1430.33,58.17,4.95
Karnataka,Wheat,HD-2967,7.29,40.07,782.64,1116.74,1296.99,1276.99,47.65,3.39
Tamil Nadu,Onion,Nashik Red,32.28,28.7,1574.54,1033.36,1235.13,1215.13,49.2,2.71
Bihar,Tomato,Local Red,108.46,29.7,1633.68,802.25,1005.25,985.25,56.87,3.16
Uttar Pradesh,Tomato,Local Red,120.22,39.9,1778.01,1689.31,1786.99,1766.99,70.76,4.04
Bihar,Wheat,HD-2967,58,36.82,598.4,932.84,1089.24,1069.24,41.71,2.71
Uttar Pradesh,Potato,Kufri Jyoti,91.32,33.62,2329.8,961.41,1182.48,1162.48,45.46,4.1
Bihar,Wheat,HD-2967,25.23,27.1,637.95,1504.5,1661.55,1641.55,90.11,1.73
Uttar Pradesh,Onion,Nashik Red,15.79,27.1,2532.16,1317.08,1435.5,1415.5,76.86,3.43
Punjab,Potato,Kufri Jyoti,82.01,27.07,1821.78,1130.58,1290.92,1270.92,46.62,4.84
Karnataka,Tomato,Local Red,147.75,33.44,1848.57,1479.22,1661.23,1641.23,78.77,2.99
Tamil Nadu,Onion,Nashik Red,45.43,29.72,2055.13,1657.91,1850.89,1830.89,87.02,4.51
Uttar Pradesh,Tomato,Local Red,58.23,28.18,1805.18,821.24,942.95,922.95,74.93,2.33
Punjab,Maize,Hybrid-1,33.91,35.84,404.29,1769.95,1954.16,1934.16,84.77,4.86
Bihar,Onion,Nashik Red,87.24,27.84,1572.56,1042.19,1256.62,1236.62,85.22,1.45
Tamil Nadu,Onion,Nashik Red,115.57,30.01,2470.66,1659.96,1730.89,1710.89,46.63,3.17
Karnataka,Potato,Kufri Jyoti,104.8,31.89,2664.97,1269.13,1449.95,1429.95,41.87,3.87
Bihar,Rice,Basmati,114.97,36.91,573.99,1661.93,1837.97,1817.97,56.16,3.53
Maharashtra,Onion,Nashik Red,66.45,36.88,2631.21,1659.94,1842.32,1822.32,40.18,4.2
Tamil Nadu,Tomato,Local Red,53.44,36.05,1708.8,1179.66,1243.51,1223.51,52.25,4.49
Karnataka,Rice,Basmati,99.12,31.81,534.64,1546.96,1692.11,1672.11,49.27,4.03
Punjab,Wheat,HD-2967,9.6,28.18,550.88,1888.27,2016.69,1996.69,50.02,1.6
Maharashtra,Onion,Nashik Red,85.21,31.95,795.96,1011.58,1169.69,1149.69,66.13,4.59
Tamil Nadu,Tomato,Local Red,117.16,34.65,2535.4,889.94,1051.05,1031.05,85.27,4.9
Bihar,Maize,Hybrid-1,60.08,29.96,608.46,1705.58,1799.51,1779.51,76.43,4.38
Karnataka,Potato,Kufri Jyoti,24,26.34,2196.88,810.18,905.88,885.88,47.65,1.4
Punjab,Maize,Hybrid-1,53.26,33,655.28,1556,1738.82,1718.82,46.21,3.11
Maharashtra,Rice,Basmati,33.33,30.03,495.31,1565.71,1630.33,1610.33,43.22,2.23
Bihar,Onion,Nashik Red,133.68,34.03,1558.67,1163.9,1267.4,1247.4,62.72,2.99
Karnataka,Tomato,Local Red,127.84,30.03,1704.95,820.39,901.26,881.26,65.72,4.62
Uttar Pradesh,Tomato,Local Red,113.76,31.2,2795.59,1244.33,1413.67,1393.67,84.76,4.84
Punjab,Potato,Kufri Jyoti,11.18,27.97,2721.29,1623.41,1735.57,1715.57,82.1,4.58
Tamil Nadu,Wheat,HD-2967,59.52,40.49,939.64,1598.95,1735.12,1715.12,76.31,2.1
Punjab,Maize,Hybrid-1,70.49,27.44,821.07,1399.96,1472.38,1452.38,74.77,1.51
Punjab,Onion,Nashik Red,57.88,30.88,2408.97,1300.5,1451.38,1431.38,89.95,1.79
Punjab,Tomato,Local Red,42.32,31.09,1868.17,1360.76,1485.44,1465.44,52.97,4.23
Punjab,Rice,Basmati,110.85,38.21,886.05,1526.66,1575.22,1555.22,67.14,0.93
Bihar,Onion,Nashik Red,69.09,26.19,2309.44,1626.86,1684.46,1664.46,75.27,1.84
Karnataka,Wheat,HD-2967,131.59,40.02,875.65,1501.31,1607.03,1587.03,66.94,4
Uttar Pradesh,Potato,Kufri Jyoti,121.13,25.79,2338.85,846.58,1046.87,1026.87,81.15,4.63
Bihar,Rice,Basmati,130.74,27.2,674.39,1540.31,1723.2,1703.2,72.92,3.42
Karnataka,Rice,Basmati,128.81,31.86,966.42,1530.62,1702.27,1682.27,86.02,4.67
Karnataka,Rice,Basmati,64.96,39.27,784.22,1235.62,1366,1346,88.79,4.15
Tamil Nadu,Onion,Nashik Red,118.31,32.31,2661.54,853.69,982.95,962.95,70.22,2.57
Punjab,Tomato,Local Red,119.92,30.48,2897.2,1395.58,1593.66,1573.66,59.13,4.88
Tamil Nadu,Wheat,HD-2967,139.22,38.4,423.16,1771.58,1964.12,1944.12,64.33,4.56
Karnataka,Potato,Kufri Jyoti,48.02,34.97,2291.51,1046.45,1204.09,1184.09,81.93,3.18
Karnataka,Wheat,HD-2967,99.66,38.97,931.85,1668,1874.2,1854.2,43.73,4.82
Bihar,Rice,Basmati,8.61,24.84,707.2,1457.57,1631.5,1611.5,45.17,4.26
Punjab,Maize,Hybrid-1,126.96,24.35,862.47,1224.77,1368.99,1348.99,43.01,4.04
Bihar,Rice,Basmati,136.54,32,490.66,1269.26,1345.79,1325.79,66.28,2.55
Tamil Nadu,Wheat,HD-2967,125.9,38.75,592.36,1019.58,1134.4,1114.4,63.87,3.06
Bihar,Rice,Basmati,5.15,35.84,956.11,833.01,887.24,867.24,53.58,2.41
Maharashtra,Wheat,HD-2967,17.07,29.07,937.24,865.32,1018.67,998.67,71.78,2.83
Maharashtra,Onion,Nashik Red,19.69,25.18,2959.53,1725.87,1802.92,1782.92,71.18,1.5
Punjab,Maize,Hybrid-1,98.53,32.95,508.15,1044.64,1142.76,1122.76,72.52,2.3
Uttar Pradesh,Maize,Hybrid-1,127.64,27.1,446.25,1476.48,1624.01,1604.01,71.36,4.11
Karnataka,Onion,Nashik Red,61.42,27.59,2801.11,1197.09,1325.03,1305.03,43.99,3.79
Maharashtra,Potato,Kufri Jyoti,6.38,31.22,2707.17,1563.32,1690.37,1670.37,84.14,4.55
Maharashtra,Rice,Basmati,83.11,37.98,613.33,1726.97,1908.35,1888.35,44.66,1.9
Bihar,Wheat,HD-2967,123.04,26.84,586.11,996,1095.51,1075.51,45.26,2.61
Karnataka,Rice,Basmati,127.62,32.48,695.67,856.51,974.76,954.76,43.72,4.98
Maharashtra,Wheat,HD-2967,70.89,30.04,519.86,1565.74,1712.46,1692.46,76.43,1.39
Tamil Nadu,Potato,Kufri Jyoti,126.11,27.54,2100.18,1155.77,1291.76,1271.76,89.72,3.25
Uttar Pradesh,Rice,Basmati,72.21,32.35,726.85,1033.92,1183.44,1163.44,62.4,3.64
Bihar,Potato,Kufri Jyoti,112.99,29.87,1721.52,1128.18,1258.86,1238.86,46.4,4.32
Maharashtra,Rice,Basmati,129.41,34.93,589.53,1467.07,1551.57,1531.57,45.98,3.09
Punjab,Potato,Kufri Jyoti,17.81,26.77,1488.82,1369.67,1573.37,1553.37,88.37,3.75
Karnataka,Maize,Hybrid-1,127.42,25.9,489,1755.82,1881.58,1861.58,80.09,3.93
Punjab,Onion,Nashik Red,17.87,29.99,1642.49,1182.51,1314.64,1294.64,51.9,4.47
Uttar Pradesh,Wheat,HD-2967,104.09,29.15,1045.23,1031.98,1152.02,1132.02,78.42,1.67
Punjab,Potato,Kufri Jyoti,21.37,26.8,1866.08,1417.71,1524.05,1504.05,82.65,3.59
Tamil Nadu,Wheat,HD-2967,21.65,35.96,933.21,929.91,1008.37,988.37,81.93,4.96
Punjab,Onion,Nashik Red,59.91,28.1,2732.84,1454.43,1582.34,1562.34,65.34,4.47
Punjab,Onion,Nashik Red,74.93,37.74,1973.85,1103.24,1288.09,1268.09,65.95,1.32
Punjab,Wheat,HD-2967,59.85,38.3,397.02,1651.34,1774.2,1754.2,55.5,4.99
Bihar,Maize,Hybrid-1,32.07,25.14,700.43,905.29,1028.66,1008.66,84.86,1.61
Karnataka,Wheat,HD-2967,35.23,33.85,558.45,1647.97,1741.43,1721.43,75.81,2.47
Karnataka,Rice,Basmati,105.33,24.67,674.95,1731.86,1884.24,1864.24,55.53,1.36
Punjab,Maize,Hybrid-1,58.34,32.01,915.92,1167.25,1287.51,1267.51,39.25,1.27
Karnataka,Onion,Nashik Red,117.36,37.82,2662.23,1196.15,1312.68,1292.68,53.34,4.45
Bihar,Maize,Hybrid-1,94.32,32.02,638.83,1761.84,1967.73,1947.73,81.56,2.73
Karnataka,Rice,Basmati,18.9,36.89,501.28,842.53,1005.66,985.66,47.01,4.03
Bihar,Maize,Hybrid-1,10.62,36.09,497.97,1668.34,1782.58,1762.58,69.85,1.18
Maharashtra,Rice,Basmati,27.67,39.75,557.84,1621.23,1846.19,1826.19,41.61,4.29
Tamil Nadu,Tomato,Local Red,34.44,27.77,2115.01,1482.62,1648.43,1628.43,48.23,1.34
Uttar Pradesh,Potato,Kufri Jyoti,126.02,34.78,1775.45,1640.64,1693.31,1673.31,83.1,3.25
Maharashtra,Maize,Hybrid-1,119.35,36.79,1063.34,893.16,1065.1,1045.1,90.55,4.31
Bihar,Wheat,HD-2967,69.3,39.84,973.23,1657.14,1753.52,1733.52,52.36,3.58
Maharashtra,Rice,Basmati,103.38,31.76,663.05,1312.94,1389.48,1369.48,77.86,2.5
Bihar,Onion,Nashik Red,65.98,32.1,2740.91,1635.96,1738.21,1718.21,81.32,4
Karnataka,Maize,Hybrid-1,97.49,33.04,672.85,1257.36,1460.79,1440.79,44.26,3.62
Uttar Pradesh,Tomato,Local Red,91.58,24.94,1766.94,843.65,993.49,973.49,85.8,3.36
Punjab,Tomato,Local Red,52.94,39.09,2407.17,1271.93,1452.15,1432.15,48.08,4.35
Punjab,Tomato,Local Red,138.56,39.8,1701.96,812.04,966.66,946.66,72.19,3.36
Punjab,Onion,Nashik Red,6.43,38.14,2565.07,1349.86,1464.5,1444.5,76.72,1.97
Tamil Nadu,Potato,Kufri Jyoti,66.17,34.97,1799.58,1510.92,1731.26,1711.26,86.72,1.95
Karnataka,Rice,Basmati,103.07,34.85,516.16,1754.82,1940.19,1920.19,63.22,2.62
Maharashtra,Tomato,Local Red,15.19,32.07,1794.76,943.32,1161.36,1141.36,58.4,2.34
Tamil Nadu,Onion,Nashik Red,69.01,32.08,1905.7,1648.45,1701.17,1681.17,87.12,1.33
Karnataka,Rice,Basmati,47.94,30.75,469.28,1337.48,1443.56,1423.56,59.13,4.91
Karnataka,Wheat,HD-2967,6.68,40.23,834.86,1165.34,1266.16,1246.16,47.27,3.45
Tamil Nadu,Onion,Nashik Red,29.34,28.87,1598.68,1034.14,1268.48,1248.48,50.39,2.83
Bihar,Tomato,Local Red,105.67,29.88,1698.81,827.83,1004.59,984.59,56.22,3.17
Uttar Pradesh,Tomato,Local Red,119.74,40,1844.55,1654.94,1798.61,1778.61,72.02,4.13
Bihar,Wheat,HD-2967,62.96,36.87,717.45,929.97,1070.78,1050.78,42.59,2.74
Uttar Pradesh,Potato,Kufri Jyoti,89.29,34.01,2354.87,969.9,1173.4,1153.4,45.49,4.05
Bihar,Wheat,HD-2967,27.15,26.97,674.62,1527.58,1637.38,1617.38,90.57,1.83
Uttar Pradesh,Onion,Nashik Red,15.68,26.92,2448.71,1331.54,1396.34,1376.34,76.2,3.42
Punjab,Potato,Kufri Jyoti,80.41,26.86,1908.31,1115.46,1287.93,1267.93,47.73,4.84
Karnataka,Tomato,Local Red,147.59,33.87,1828.26,1466.4,1655.19,1635.19,79.97,2.92
Tamil Nadu,Onion,Nashik Red,43.82,29.78,2202.4,1663.15,1860.14,1840.14,88.2,4.43
Uttar Pradesh,Tomato,Local Red,59.31,28.31,1813.38,790.87,930.77,910.77,75.75,2.2
Punjab,Maize,Hybrid-1,31.77,36.06,408.53,1759.84,1957.79,1937.79,85.5,4.95
Bihar,Onion,Nashik Red,86.15,28.03,1558.57,1041.7,1254.41,1234.41,85.61,1.66
Tamil Nadu,Onion,Nashik Red,117.53,29.84,2454.56,1666.53,1773.97,1753.97,47.67,3.26
Karnataka,Potato,Kufri Jyoti,105.42,32.08,2722.94,1285.31,1449.12,1429.12,41.77,3.81
Bihar,Rice,Basmati,120.77,37.02,567.22,1644.33,1833,1813,54.79,3.48
Maharashtra,Onion,Nashik Red,67.33,37.03,2657.74,1653.26,1830.2,1810.2,40.21,4.21
Tamil Nadu,Tomato,Local Red,52.31,36.05,1806.2,1193.05,1263.24,1243.24,53.38,4.58
Karnataka,Rice,Basmati,94.79,32.17,349.29,1542.29,1720.05,1700.05,49.45,4.11
Punjab,Wheat,HD-2967,11,28.01,493.19,1904.7,2032.99,2012.99,48.8,1.62
Maharashtra,Onion,Nashik Red,87.05,32.16,809.28,1030.92,1175.93,1155.93,65.66,4.77
Tamil Nadu,Tomato,Local Red,118.43,35.04,2489.7,930.32,1035.82,1015.82,85.25,4.86
Bihar,Maize,Hybrid-1,61.6,30,664.17,1705.11,1810.2,1790.2,75.32,4.38
Karnataka,Potato,Kufri Jyoti,29.18,26,2194.27,815.79,883.87,863.87,46.17,1.44
Punjab,Maize,Hybrid-1,54.18,33.14,611.9,1518.75,1749.92,1729.92,44.15,3
Maharashtra,Rice,Basmati,34.52,30.06,517.78,1567.07,1651.56,1631.56,44.36,2.22
Bihar,Onion,Nashik Red,130.88,33.95,1657.97,1171.52,1246.77,1226.77,62.47,3.14
Karnataka,Tomato,Local Red,128.87,30.27,1724.12,822.98,889.56,869.56,65.57,4.63
Uttar Pradesh,Tomato,Local Red,115.42,30.96,2853.06,1250.89,1415.96,1395.96,84.83,4.99
Punjab,Potato,Kufri Jyoti,15.8,28.4,2742.41,1584.7,1744.89,1724.89,82.64,4.59
Tamil Nadu,Wheat,HD-2967,56.85,39.89,878.02,1593.9,1724.02,1704.02,75.85,2
Punjab,Maize,Hybrid-1,70.89,27.1,846.3,1392.13,1481.9,1461.9,74.19,1.4
Punjab,Onion,Nashik Red,48.86,30.97,2300.01,1279.44,1451.85,1431.85,87.65,1.76
Punjab,Tomato,Local Red,40.49,31.3,1826.43,1327.41,1477.95,1457.95,54.11,4.37
Punjab,Rice,Basmati,113.58,38.08,888.46,1525.76,1620.32,1600.32,68.31,0.93
Bihar,Onion,Nashik Red,67.83,25.83,2246.33,1611.33,1725.28,1705.28,74.48,1.94
Karnataka,Wheat,HD-2967,132.81,40.28,909.97,1502.45,1592.77,1572.77,67.64,4
Uttar Pradesh,Potato,Kufri Jyoti,119.73,25.75,2345.6,833.42,1088.54,1068.54,80.56,4.58
Bihar,Rice,Basmati,129.25,27.04,685.31,1535.62,1742.97,1722.97,73.18,3.58
Karnataka,Rice,Basmati,124.99,31.93,939.74,1523.78,1714.51,1694.51,88.24,4.7
Karnataka,Rice,Basmati,59.23,39.33,797.17,1250.58,1366.9,1346.9,89.4,4.19
Tamil Nadu,Onion,Nashik Red,120.23,31.94,2653.4,871.43,1001.19,981.19,68.86,2.55
Punjab,Tomato,Local Red,118.05,30.39,2958.58,1396.38,1608.48,1588.48,59.48,4.87
Tamil Nadu,Wheat,HD-2967,142.04,37.98,346.25,1766,1945.97,1925.97,61.91,4.6
Karnataka,Potato,Kufri Jyoti,49.13,35.04,2301.37,1020.58,1184.97,1164.97,83.7,3.26
Karnataka,Wheat,HD-2967,98.17,39.19,906.26,1677.54,1880.34,1860.34,42.6,4.91
Bihar,Rice,Basmati,8.69,25.1,679.69,1442.24,1645.6,1625.6,44.51,4.24
Punjab,Maize,Hybrid-1,123.63,24.98,905.96,1231.01,1364.53,1344.53,38.91,4.09
Bihar,Rice,Basmati,132.38,32.1,459.71,1245.36,1355.15,1335.15,64.24,2.52
Tamil Nadu,Wheat,HD-2967,119.67,38.64,540.33,1022.04,1127.3,1107.3,62,3.06
Bihar,Rice,Basmati,7.74,36.13,951.01,828.83,931.78,911.78,53.7,2.43
Maharashtra,Wheat,HD-2967,16.97,29.02,886.37,878.54,1025.27,1005.27,70.53,2.99
Maharashtra,Onion,Nashik Red,23.15,24.96,2797.71,1706.51,1827.89,1807.89,70.08,1.48
Punjab,Maize,Hybrid-1,96.43,33.32,564.98,1027.36,1141.61,1121.61,74.31,2.28
Uttar Pradesh,Maize,Hybrid-1,128.68,27.23,398.21,1492.69,1627.59,1607.59,71.65,4.17
Karnataka,Onion,Nashik Red,59.79,27.91,2842.43,1186.2,1356.62,1336.62,46.74,3.74
Maharashtra,Potato,Kufri Jyoti,11.88,30.94,2653.44,1552.77,1650.35,1630.35,87.04,4.55
Maharashtra,Rice,Basmati,85.95,38.67,605.63,1736.95,1874.72,1854.72,45.52,1.84
Bihar,Wheat,HD-2967,124.08,27.3,622.13,959.34,1117.64,1097.64,45.96,2.61
Karnataka,Rice,Basmati,128.84,32.11,744.62,858.83,974.13,954.13,45.84,4.91
Maharashtra,Wheat,HD-2967,67.69,30.51,495.31,1619.26,1728.3,1708.3,76.91,1.49
Tamil Nadu,Potato,Kufri Jyoti,123.71,27.9,2024.47,1137.25,1300.98,1280.98,90.52,3.38
Uttar Pradesh,Rice,Basmati,71.42,31.9,762.63,1025.64,1184.72,1164.72,63.11,3.73
Bihar,Potato,Kufri Jyoti,111.54,30.18,1636.81,1144.73,1285.12,1265.12,45.79,4.53
Maharashtra,Rice,Basmati,129.97,35.23,544.04,1462.9,1535.97,1515.97,44.69,3.06
Punjab,Potato,Kufri Jyoti,19.45,27.01,1586.86,1361.12,1558.52,1538.52,87.81,3.73
Karnataka,Maize,Hybrid-1,125.77,26.18,592.3,1762.04,1848.02,1828.02,80.38,3.8
Punjab,Onion,Nashik Red,13.2,29.97,1681.33,1214.97,1311.02,1291.02,49.34,4.39
Uttar Pradesh,Wheat,HD-2967,105.17,29.38,987.13,1022.71,1161.37,1141.37,78.42,1.88
Punjab,Potato,Kufri Jyoti,20.24,26.91,1816.54,1369.32,1510.46,1490.46,81.29,3.62
Tamil Nadu,Wheat,HD-2967,22.92,35.98,989.84,942.13,1036.29,1016.29,81.67,4.9
Punjab,Onion,Nashik Red,61.55,27.76,2750.67,1449.65,1586.78,1566.78,65.5,4.36
Punjab,Onion,Nashik Red,78.75,37.92,2066.8,1118.22,1303.3,1283.3,64.58,1.33
Punjab,Wheat,HD-2967,58.29,37.65,466.43,1668.35,1757.3,1737.3,55.56,4.94
Bihar,Maize,Hybrid-1,39.47,25.17,713.77,870.05,1040.49,1020.49,86.34,1.72
Karnataka,Wheat,HD-2967,36.53,33.81,685.53,1649.72,1751.17,1731.17,74.79,2.56
Karnataka,Rice,Basmati,108.75,24.87,678.21,1740.54,1915.7,1895.7,55.44,1.47
Punjab,Maize,Hybrid-1,56.66,32.2,962.18,1160.45,1301.4,1281.4,41.41,1.35
Karnataka,Onion,Nashik Red,116.46,38.17,2671.87,1181.25,1334.41,1314.41,53.04,4.42
Bihar,Maize,Hybrid-1,90.5,31.91,506.47,1722.68,1977.98,1957.98,78.54,2.69
Karnataka,Rice,Basmati,23.18,37.19,413.08,825.89,991.88,971.88,46.62,4.12
Bihar,Maize,Hybrid-1,10.73,35.99,532.86,1680.63,1744.51,1724.51,70.06,1.23
Maharashtra,Rice,Basmati,27.62,40.12,628.46,1617.88,1821.61,1801.61,40.71,4.31
Tamil Nadu,Tomato,Local Red,30.89,28.13,2167.78,1491.6,1682.17,1662.17,47.84,1.15
Uttar Pradesh,Potato,Kufri Jyoti,128.41,35.1,1831.72,1634.3,1719.52,1699.52,82.68,3.18
Maharashtra,Maize,Hybrid-1,123.27,37.01,996.1,915.06,1064.01,1044.01,90.53,4.26
Bihar,Wheat,HD-2967,71.2,40.32,918.96,1641.57,1758.36,1738.36,52.64,3.5
Maharashtra,Rice,Basmati,101.86,31.91,642.23,1290.22,1414.94,1394.94,78.91,2.7
Bihar,Onion,Nashik Red,62.06,31.58,2692.54,1628.93,1720.46,1700.46,81.64,4.16
Karnataka,Maize,Hybrid-1,98.36,32.97,716.59,1232.9,1477.49,1457.49,44.57,3.65
Uttar Pradesh,Tomato,Local Red,92,25.11,1609.19,847.13,963.84,943.84,84.5,3.35
Punjab,Tomato,Local Red,52.29,38.79,2423.2,1268.49,1472.21,1452.21,48.15,4.32
Punjab,Tomato,Local Red,143.05,40.08,1781.98,800.84,957.37,937.37,70.96,3.51
Punjab,Onion,Nashik Red,7.51,38.02,2617.96,1356.54,1471.59,1451.59,75.94,1.99
Tamil Nadu,Potato,Kufri Jyoti,66.14,34.99,1787.82,1516.07,1726.47,1706.47,85.68,1.93
Karnataka,Rice,Basmati,106.4,34.71,529.67,1774.15,1911.46,1891.46,62.15,2.84
Maharashtra,Tomato,Local Red,14.99,32.03,1812.63,912.67,1121.4,1101.4,55.34,2.38
Tamil Nadu,Onion,Nashik Red,64.95,31.42,1961.64,1628.74,1722.69,1702.69,87.12,1.32
Karnataka,Rice,Basmati,50.35,31.03,510.91,1341.78,1469.77,1449.77,58.35,4.87
Karnataka,Wheat,HD-2967,7.39,40.04,842.89,1127.26,1282.06,1262.06,47.99,3.48
Tamil Nadu,Onion,Nashik Red,27.19,28.9,1552.01,1029.71,1225.42,1205.42,47.85,2.81
Bihar,Tomato,Local Red,105.81,30.03,1622.62,823.61,991.64,971.64,57.81,3.06
Uttar Pradesh,Tomato,Local Red,114.78,40,1843.96,1676.9,1805.34,1785.34,69.94,4.02
Bihar,Wheat,HD-2967,62.18,37,587.86,928.15,1095.72,1075.72,43.05,2.68
Uttar Pradesh,Potato,Kufri Jyoti,93.74,34.04,2415.88,965.89,1204.82,1184.82,45.11,4.12
Bihar,Wheat,HD-2967,27.31,26.5,745.87,1506.24,1661.29,1641.29,89.85,1.74
Uttar Pradesh,Onion,Nashik Red,11.21,27.74,2543.06,1316.97,1401.73,1381.73,76.97,3.42
Punjab,Potato,Kufri Jyoti,84.38,26.86,1861.31,1083.45,1306.32,1286.32,48.13,4.87
Karnataka,Tomato,Local Red,148.36,34.28,1849.1,1485.5,1684.67,1664.67,79.09,3.01
Tamil Nadu,Onion,Nashik Red,46.59,29.81,2167.36,1663.68,1847.84,1827.84,87.48,4.41
Uttar Pradesh,Tomato,Local Red,52.13,27.5,1773.73,816.51,921.76,901.76,74.38,2.21
Punjab,Maize,Hybrid-1,32.98,35.88,373.62,1792.63,1957.68,1937.68,85.23,4.95
Bihar,Onion,Nashik Red,89.49,28.05,1654.71,1007.3,1287.95,1267.95,85.42,1.58
Tamil Nadu,Onion,Nashik Red,115.25,29.83,2435.34,1658.46,1791.38,1771.38,47.57,3.11
Karnataka,Potato,Kufri Jyoti,110.94,32.13,2663.72,1276.16,1450.02,1430.02,41.05,3.79
Bihar,Rice,Basmati,118.79,36.77,568.95,1664.44,1836.57,1816.57,55.16,3.55
Maharashtra,Onion,Nashik Red,65.86,36.97,2675.58,1668.19,1855.14,1835.14,39.56,4.26
Tamil Nadu,Tomato,Local Red,52.99,36.26,1847.62,1175.32,1246.7,1226.7,51.37,4.6
Karnataka,Rice,Basmati,95.93,31.85,379.33,1526.89,1711.92,1691.92,49.49,4.03
Punjab,Wheat,HD-2967,8.94,28.04,461.29,1894.75,2026.33,2006.33,48.13,1.61
Maharashtra,Onion,Nashik Red,85.84,31.87,794.97,986.95,1145.33,1125.33,65,4.61
Tamil Nadu,Tomato,Local Red,125.59,35.29,2461.55,884.66,1018.8,998.8,85.33,5
Bihar,Maize,Hybrid-1,60.01,30.11,602.49,1685.18,1823.11,1803.11,75.22,4.41
Karnataka,Potato,Kufri Jyoti,25.1,26.13,2198.21,818.51,910.1,890.1,46.59,1.3
Punjab,Maize,Hybrid-1,55.66,32.61,592.62,1547.76,1743.9,1723.9,44.98,3.07
Maharashtra,Rice,Basmati,37.76,30,475.47,1560.55,1648.34,1628.34,44.45,2.2
Bihar,Onion,Nashik Red,136.12,34.17,1641.87,1169.88,1258.21,1238.21,63.29,3.06
Karnataka,Tomato,Local Red,124.21,30.16,1703.97,825.09,886.73,866.73,65.88,4.61
Uttar Pradesh,Tomato,Local Red,119.1,31.02,2837.4,1258.51,1410.85,1390.85,85.46,4.97
Punjab,Potato,Kufri Jyoti,12.97,28.04,2756.9,1611.52,1721.68,1701.68,84.2,4.6
Tamil Nadu,Wheat,HD-2967,57.46,39.95,864.78,1602.45,1735.13,1715.13,76.11,1.84
Punjab,Maize,Hybrid-1,71.62,26.93,852.08,1392.68,1452.54,1432.54,74.77,1.53
Punjab,Onion,Nashik Red,52.2,31.25,2216.93,1298.84,1418.02,1398.02,89.62,1.83
Punjab,Tomato,Local Red,41.03,31.47,1859.91,1344.44,1488.52,1468.52,53.76,4.4
Punjab,Rice,Basmati,116.35,37.89,952.02,1526.21,1604.24,1584.24,65.65,0.96
Bihar,Onion,Nashik Red,66.52,25.79,2195.97,1601.87,1699.03,1679.03,75.32,1.87
Karnataka,Wheat,HD-2967,133.58,40.16,1006.97,1502.48,1606.68,1586.68,66.69,4.15
Uttar Pradesh,Potato,Kufri Jyoti,121.31,25.79,2361.17,830.24,1066.38,1046.38,80.72,4.65
Bihar,Rice,Basmati,129.36,27,678.37,1514.95,1729.86,1709.86,72.74,3.5
Karnataka,Rice,Basmati,126.95,32.18,950.63,1535.96,1710.33,1690.33,87.5,4.67
Karnataka,Rice,Basmati,60.54,38.29,807.15,1223.45,1375.81,1355.81,88.45,4.14
Tamil Nadu,Onion,Nashik Red,125.06,31.91,2559.94,822.82,993.4,973.4,70.05,2.52
Punjab,Tomato,Local Red,118.07,30.28,2905.15,1417.45,1605.29,1585.29,59.86,5.01
Tamil Nadu,Wheat,HD-2967,136.12,37.94,403.43,1733.15,1981.38,1961.38,62.91,4.61
Karnataka,Potato,Kufri Jyoti,43.71,35.29,2359.86,1029.52,1203.64,1183.64,82.66,3.14
Karnataka,Wheat,HD-2967,100.07,39.14,877.73,1708.99,1896.45,1876.45,43.14,4.91
Bihar,Rice,Basmati,5.61,24.93,678.48,1459.67,1623.93,1603.93,43.32,4.2
Punjab,Maize,Hybrid-1,123.33,24.92,846.91,1218.39,1367.32,1347.32,39.67,3.99
Bihar,Rice,Basmati,136.5,32.19,461,1270.85,1350.17,1330.17,65.56,2.46
Tamil Nadu,Wheat,HD-2967,120.1,38.63,650.17,1024.91,1162.16,1142.16,64.66,3.12
Bihar,Rice,Basmati,8.46,35.96,975.26,826.81,931.19,911.19,54.57,2.5
Maharashtra,Wheat,HD-2967,14.83,28.94,819.46,872.11,1043.59,1023.59,70.05,2.87
Maharashtra,Onion,Nashik Red,24.34,24.47,2893.82,1747.59,1804.84,1784.84,69.24,1.53
Punjab,Maize,Hybrid-1,101.06,32.74,570.91,1062.55,1160.04,1140.04,73.34,2.31
Uttar Pradesh,Maize,Hybrid-1,132.39,26.77,344.16,1492.96,1635.12,1615.12,72.91,4.14
Karnataka,Onion,Nashik Red,58.7,28.22,2827.97,1168.04,1366.25,1346.25,46.67,3.75
